Entity,COR,INC,PAR,SPU,MIS,IGN
"online",0,0,0,0,1,0
"Sydney , Australia",0,0,0,0,1,0
"more respect",0,0,0,0,1,0
"the church 's headquarters",0,0,0,0,1,0
"this process",0,0,0,0,1,0
"the exception",0,0,0,0,1,0
"the little rice",0,0,0,0,1,0
"dedication",0,0,0,0,1,0
"infected ant fatalities",0,0,0,0,1,0
"Every single to do or things",0,0,0,0,1,0
"When something is unprecedented",0,0,0,0,1,0
"a bit of olive oil",0,0,0,0,1,0
"the bridge",0,0,0,0,1,0
"an atmosphere that revolves around them",0,0,0,0,1,0
"the death toll",0,0,0,0,1,0
"the genres of science fiction , horror , anime , fantasy and comics",0,0,0,0,1,0
"greater effectiveness",0,0,0,0,1,0
"the magnificent Henga Scenic Reserve",0,0,0,0,1,0
"his mind",0,0,0,0,1,0
"the fact",0,0,0,0,1,0
"the elevator train",0,0,0,0,1,0
"questions",0,0,0,0,1,0
"their beaches",0,0,0,0,1,0
"self-awareness",0,0,0,0,1,0
"the spread of the phenomenon",0,0,0,0,1,0
"recreational options",0,0,0,0,1,0
"The drink",0,0,0,0,1,0
"a language",0,0,0,0,1,0
"the grass",0,0,0,0,1,0
"magic",0,0,0,0,1,0
"psychoanalysis",0,0,0,0,1,0
"sexual temptations",0,0,0,0,1,0
"previous campaigns",0,0,0,0,1,0
"The beautiful harbour opposite the main town of Neiafu",0,0,0,0,1,0
"His daughter 's condition",0,0,0,0,1,0
"the disease",0,0,0,0,1,0
"non-scientific "" jargon-free communication",0,0,0,0,1,0
"some ideas for that",0,0,0,0,1,0
"a place",0,0,0,0,1,0
"conventional medical treatments",0,0,0,0,1,0
"a northwest track",0,0,0,0,1,0
"her dress , or who she was dating",0,0,0,0,1,0
"many ways",0,0,0,0,1,0
"a vibrant public domain",0,0,0,0,1,0
"their own imperfections",0,0,0,0,1,0
"the neighborhoods",0,0,0,0,1,0
"a project on learning in Ants",0,0,0,0,1,0
"Passing a Living Wage program lifting people out of poverty",0,0,0,0,1,0
"lack of sleep",0,0,0,0,1,0
"This right to fork",0,0,0,0,1,0
"the counties of Taiwan",0,0,0,0,1,0
"homeopathy",0,0,0,0,1,0
"disability",0,0,0,0,1,0
"his campaign",0,0,0,0,1,0
"the freezer",0,0,0,0,1,0
"a few hundred feet",0,0,1,0,0,0
"many hours into wearing the outfit",0,0,0,0,1,0
"keys to campaign success",0,0,0,0,1,0
"initial offering prices",0,0,0,0,1,0
"the population of York",0,0,0,0,1,0
"directions",0,0,0,0,1,0
"camping on the beaches",0,0,0,0,1,0
"how to enable the whole world to enter the new future , including the Arabs",0,0,0,0,1,0
"the cycle",0,0,0,0,1,0
"your thoughts about Rick Santorum ’s views on gay rights",0,0,0,0,1,0
"Field",0,0,0,0,1,0
"The building",0,0,0,0,1,0
"the rest of New Zealand",0,0,0,0,1,0
"spending",0,0,0,0,1,0
"genders",0,0,0,0,1,0
"most languages",0,0,0,0,1,0
"The main reason attributed for the pollution of Athens",0,0,0,0,1,0
"two things",0,0,0,0,1,0
"celebrity worship",0,0,0,0,1,0
"some extra ( unwanted ) flavoring",0,0,0,0,1,0
"Alternative",0,0,0,0,1,0
"any religious beliefs",0,0,0,0,1,0
"their setup of photo-ops",0,0,0,0,1,0
"the middle of the oven",0,0,0,0,1,0
"media exposure",0,0,0,0,1,0
"One option",0,0,0,0,1,0
"one part of quinoa",0,0,0,0,1,0
"Facebook",0,0,0,0,1,0
"Esfahan",0,0,0,0,1,0
"cultural differences",0,0,0,0,1,0
"malformed strings",0,0,0,0,1,0
"one of the most beautiful cities in the world",0,0,0,0,1,0
"a small but nice airport with sofas and chairs all around and a very laid-back feel",0,0,0,0,1,0
"2 cups of liquid",0,0,0,0,1,0
"a basin",0,0,0,0,1,0
"his blog",0,0,0,0,1,0
"hypnosis",0,0,0,0,1,0
"Each handle of vodka",0,0,0,0,1,0
"water quidditch",0,0,0,0,1,0
"a ' quantity , not quality ' mentality",0,0,0,0,1,0
"that kind of adversity",0,0,0,0,1,0
"the fridge",0,0,0,0,1,0
"the situation",0,0,0,0,1,0
"some pay-education sites",0,0,0,0,1,0
"any damage",0,0,0,0,1,0
"a regular basis",0,0,0,0,1,0
"literature",0,0,0,0,1,0
"Jealousy of your achievements or seeming lifestyle",0,0,0,0,1,0
"Its goal",0,0,0,0,1,0
"the issue",0,0,0,0,1,0
"some way",0,0,0,0,1,0
"the Scientology homepage",0,0,0,0,1,0
"this formula",0,0,0,0,1,0
"an agar-solution",0,0,0,0,1,0
"The exaggeration",0,0,0,0,1,0
"a writing system",0,0,0,0,1,0
"One variation",0,0,0,0,1,0
"U.S.",0,0,0,0,1,0
"shortly before her death",0,0,0,0,1,0
"grape",0,0,0,0,1,0
"the mouth",0,0,0,0,1,0
"news reports",0,0,0,0,1,0
"her hashtag",0,0,0,0,1,0
"the perspective of the man Adam",0,0,0,0,1,0
"the duties of president",0,0,0,0,1,0
"Cleveland 's long history of industrial wealth has left it chock full of cultural riches as well as the beginnings of a "" sustainable city ' movement",0,0,0,0,1,0
"Recent local investment",0,0,0,0,1,0
"their support",0,0,0,0,1,0
"amusement parks",0,0,0,0,1,0
"popular American culture",0,0,0,0,1,0
"perseverance",0,0,0,0,1,0
"stores",0,0,0,0,1,0
"the airport",0,0,0,0,1,0
"your comments on these things",0,0,0,0,1,0
"the hastag #IStandWithAhmed",0,0,0,0,1,0
"the cause",0,0,0,0,1,0
"the same opportunities to future generations that were promised to us",0,0,0,0,1,0
"hold",0,0,0,0,1,0
"high school",0,0,0,0,1,0
"its scent",0,0,0,0,1,0
"all these",0,0,0,0,1,0
"a residential highrise",0,0,0,0,1,0
"ballet",0,0,0,0,1,0
"the score",0,0,0,0,1,0
"some mistakes along the path",0,0,0,0,1,0
"effects [ of climate change",0,0,0,0,1,0
"Onomatopoeia",0,0,0,0,1,0
"the urban core",0,0,0,0,1,0
"Missouri",0,0,0,0,1,0
"letters",0,0,0,0,1,0
"northern point of mainland Guadeloupe",0,0,0,0,1,0
"the time",0,0,0,0,1,0
"a packed hall",0,0,0,0,1,0
"less ideology",0,0,0,0,1,0
"these iconic products of American culture",0,0,0,0,1,0
"grand neoclassical homes and public buildings , large city squares , green spaces , and wide avenues",0,0,0,0,1,0
"What methods and equipment were used for this investigation ?",0,0,0,0,1,0
"our lack of data",0,0,0,0,1,0
"the central square",0,0,0,0,1,0
"loads of money",0,0,0,0,1,0
"Teterboro",0,0,0,0,1,0
"various words",0,0,0,0,1,0
"a majority in the geographical constituencies ' seats",0,0,0,0,1,0
"One example",0,0,0,0,1,0
"the problem",0,0,0,0,1,0
"the risk of injury",0,0,0,0,1,0
"the heartland of America",0,0,0,0,1,0
"your local home improvement store",0,0,0,0,1,0
"about 1/2 cup",0,0,1,0,0,0
"what the joke is about",0,0,0,0,1,0
"the capital of the Łódzkie Voivodship",0,0,0,0,1,0
"retail and dining storefronts",0,0,0,0,1,0
"significant difficulties",0,0,0,0,1,0
"an excuse for starting a conversation",0,0,0,0,1,0
"a helpful compatibility with other wikis and free culture projects",0,0,0,0,1,0
"the U.S. industrial base",0,0,0,0,1,0
"your own made up language",0,0,0,0,1,0
"the capital city of Greece",0,0,0,0,1,0
"a shady garden bed",0,0,0,0,1,0
"it's reward",0,0,0,0,1,0
"a measure of respect",0,0,0,0,1,0
"school",0,0,0,0,1,0
"An example",0,0,0,0,1,0
"the NSU-Broken Arrow campus",0,0,0,0,1,0
"a back room",0,0,0,0,1,0
"about a half gallon",1,0,0,0,0,0
"the task",0,0,0,0,1,0
"the industrial era",0,0,0,0,1,0
"relatively slow speeds",0,0,0,0,1,0
"music halls",0,0,0,0,1,0
"Many of the buildings and streets",0,0,0,0,1,0
"enough iodine",0,0,0,0,1,0
"its back",0,0,0,0,1,0
"do n't swallow it , do n't put it in your eyes , do n't bathe in it , and do n't really expose yourself to it directly at all",0,0,0,0,1,0
"a career in science , technology , engineering and math",0,0,0,0,1,0
"the things",0,0,0,0,1,0
"Stardust or Stardust @ home",0,0,0,0,1,0
"a fairly small city",0,0,0,0,1,0
"any specific project names",0,0,0,0,1,0
"nationalities",0,0,0,0,1,0
"failure and the depths of adversity in the human experience",0,0,0,0,1,0
"The short answer",0,0,0,0,1,0
"that question",0,0,0,0,1,0
"several options",0,0,0,0,1,0
"paying people to write and edit articles",0,0,0,0,1,0
"pitch",0,0,0,0,1,0
"what is called a tag or topper",0,0,0,0,1,0
"the word ' tea '",0,0,0,0,1,0
"Grammar",0,0,0,0,1,0
"its remarkable biodiversity",0,0,0,0,1,0
"the world",0,0,0,0,1,0
"the rare times",0,0,0,0,1,0
"all reports",0,0,0,0,1,0
"other military alliance",0,0,0,0,1,0
"a mistake",0,0,0,0,1,0
"the suffix ' s '",0,0,0,0,1,0
"other places online",0,0,0,0,1,0
"a number of reasons",0,0,0,0,1,0
"this person 's interest in the band in his / her username",0,0,0,0,1,0
"a prestigious past",0,0,0,0,1,0
"the soy milk , vinegar , sugar , oil and vanilla",0,0,0,0,1,0
"the boost",0,0,0,0,1,0
"the gallery",0,0,0,0,1,0
"Colorful lantern scenes",0,0,0,0,1,0
"dessert time",0,0,0,0,1,0
"a 1 mile by 1 mile",0,0,1,0,0,0
"small chores",0,0,0,0,1,0
"similar chemicals",0,0,0,0,1,0
"Video games",0,0,0,0,1,0
"Method 2 of 2",0,0,0,0,1,0
"Names of participants",0,0,0,0,1,0
"iodine",0,0,0,0,1,0
"the concept",0,0,0,0,1,0
"its future",0,0,0,0,1,0
"an understanding",0,0,0,0,1,0
"difficulties",0,0,0,0,1,0
"the twisty-ness",0,0,0,0,1,0
"the case involving Montalvo",0,0,0,0,1,0
"one mile",1,0,0,0,0,0
"do we want NATO to exist",0,0,0,0,1,0
"a short time",0,0,0,0,1,0
"hydrogen peroxide",0,0,0,0,1,0
"responsibility",0,0,0,0,1,0
"a past",0,0,0,0,1,0
"100 g 3/4 cup",0,0,1,0,0,0
"advanced web technology",0,0,0,0,1,0
"real solutions",0,0,0,0,1,0
"the corner of the elevator",0,0,0,0,1,0
"70 meter",0,0,1,0,0,0
"the green",0,0,0,0,1,0
"all food",0,0,0,0,1,0
"the formal process",0,0,0,0,1,0
"foreign countries",0,0,0,0,1,0
"population",0,0,0,0,1,0
"This tax",0,0,0,0,1,0
"the group",0,0,0,0,1,0
"Penon de Coron",0,0,0,0,1,0
"where the payoff comes in",0,0,0,0,1,0
"the small details",0,0,0,0,1,0
"its name",0,0,0,0,1,0
"lots of local boutiques",0,0,0,0,1,0
"a substitute for rice",0,0,0,0,1,0
"severe eczema",0,0,0,0,1,0
"magic balls",0,0,0,0,1,0
"Some of the greatest poetry",0,0,0,0,1,0
"a mix of soil and sand",0,0,0,0,1,0
"the same place",0,0,0,0,1,0
"the size",0,0,0,0,1,0
"winds",0,0,0,0,1,0
"that success",0,0,0,0,1,0
"value for money",0,0,0,0,1,0
"his concern",0,0,0,0,1,0
"the largest town on the island",0,0,0,0,1,0
"climate change",0,0,0,0,1,0
"Israel 's prominence",0,0,0,0,1,0
"The report",0,0,0,0,1,0
"40 metres",0,0,1,0,0,0
"the word",0,0,0,0,1,0
"two parts water",0,0,0,0,1,0
"pureed fruit",0,0,0,0,1,0
"our memory",0,0,0,0,1,0
"My Santorum",0,0,0,0,1,0
"IATA : PHX",0,0,0,0,1,0
"its suburbs",0,0,0,0,1,0
"black",0,0,0,0,1,0
"human trafficking",0,0,0,0,1,0
"the excess saponins on the outside of the grains",0,0,0,0,1,0
"a clean and beautiful downtown",0,0,0,0,1,0
"the main entrance to the grounds",0,0,0,0,1,0
"several restaurants",0,0,0,0,1,0
"the Scientology property in question",0,0,0,0,1,0
"Hasht Behesht",0,0,0,0,1,0
"the dominant language in Phoenix",0,0,0,0,1,0
"the elegance",0,0,0,0,1,0
"a jiffy",0,0,0,0,1,0
"its path",0,0,0,0,1,0
"The baseline data that I use to",0,0,0,0,1,0
"the ending",0,0,0,0,1,0
"some of them",0,0,0,0,1,0
"information specific to U.S. citizens",0,0,0,0,1,0
"a few ideas",0,0,0,0,1,0
"Expectations",0,0,0,0,1,0
"wear",0,0,0,0,1,0
"a different creative process",0,0,0,0,1,0
"animal and bird motifs",0,0,0,0,1,0
"any site",0,0,0,0,1,0
"the food",0,0,0,0,1,0
"York Minster",0,0,0,0,1,0
"a liter",0,0,1,0,0,0
"a significant threat",0,0,0,0,1,0
"one-liners",0,0,0,0,1,0
"political life",0,0,0,0,1,0
"a discussion table",0,0,0,0,1,0
"the National Air and Space Museum",0,0,0,0,1,0
"that aspect of the societal response for the present storm",0,0,0,0,1,0
"a direction",0,0,0,0,1,0
"the structure",0,0,0,0,1,0
"the moment",0,0,0,0,1,0
"new restrictions",0,0,0,0,1,0
"430 km",0,0,1,0,0,0
"the floor",0,0,0,0,1,0
"enhanced protection from these attacks and threats",0,0,0,0,1,0
"worlds of fiction",0,0,0,0,1,0
"cities",0,0,0,0,1,0
"this article",0,0,0,0,1,0
"major cultural resources",0,0,0,0,1,0
"other languages",0,0,0,0,1,0
"their own headlines",0,0,0,0,1,0
"Some of the most intriguing questions",0,0,0,0,1,0
"a highly distributed project",0,0,0,0,1,0
"what gives a joke its humorous edge",0,0,0,0,1,0
"beak tip",0,0,0,0,1,0
"Method One",0,0,0,0,1,0
"a reminder of better times",0,0,0,0,1,0
"the Scientology.org site",0,0,0,0,1,0
"florescent proteins",0,0,0,0,1,0
"Typical treatments",0,0,0,0,1,0
"the entire urban area of Athens",0,0,0,0,1,0
"additional postage",0,0,0,0,1,0
"her seat",0,0,0,0,1,0
"a final home for one of the orbiters",0,0,0,0,1,0
"about 4 inches 10 cm",0,0,1,0,0,0
"being self-sufficient",0,0,0,0,1,0
"sexual reproduction",0,0,0,0,1,0
"the United Nations headquarters",0,0,0,0,1,0
"Another contributory factor",0,0,0,0,1,0
"the fit",0,0,0,0,1,0
"the court 's judgement",0,0,0,0,1,0
"the liquid",0,0,0,0,1,0
"Łódź 's location at the crossroads of the Polish motorway system",0,0,0,0,1,0
"lofts",0,0,0,0,1,0
"heat-attributed",0,0,0,0,1,0
"the glow",0,0,0,0,1,0
"what feels right",0,0,0,0,1,0
"offshore",0,0,0,0,1,0
"Henga Scenic Reserve",0,0,0,0,1,0
"energy consumption",0,0,0,0,1,0
"chisaya mama",0,0,0,0,1,0
"St François",0,0,0,0,1,0
"visible goiter and cretinism",0,0,0,0,1,0
"nothing but work",0,0,0,0,1,0
"Some jokes",0,0,0,0,1,0
"footage of me with my poems",0,0,0,0,1,0
"Iranian missiles",0,0,0,0,1,0
"the light of the ROV",0,0,0,0,1,0
"a busy social schedule",0,0,0,0,1,0
"two neighborhoods separated by a couple of blocks",0,0,0,0,1,0
"the engine room",0,0,0,0,1,0
"dance , yoga , and other exercise classes",0,0,0,0,1,0
"These facilities",0,0,0,0,1,0
"Everything",0,0,0,0,1,0
"its streets and buildings",0,0,0,0,1,0
"A common way",0,0,0,0,1,0
"freedom",0,0,0,0,1,0
"popularity",0,0,0,0,1,0
"a convincing case",0,0,0,0,1,0
"one stipulation",0,0,0,0,1,0
"Old Athens",0,0,0,0,1,0
"the urge to cram all your possessions",0,0,0,0,1,0
"politics",0,0,0,0,1,0
"Servings",0,0,0,0,1,0
"a hormone change",0,0,0,0,1,0
"particle tracks",0,0,0,0,1,0
"such as Main Street",0,0,0,0,1,0
"a means of travel",0,0,0,0,1,0
"Other countries",0,0,0,0,1,0
"They",0,0,0,0,1,0
"lime",0,0,0,0,1,0
"each of which",0,0,0,0,1,0
"their strategic deterrent",0,0,0,0,1,0
"accommodation",0,0,0,0,1,0
"the onset of the automobile",0,0,0,0,1,0
"Santorum drink",0,0,0,0,1,0
"their different perspective",0,0,0,0,1,0
"that gorgeous glow",0,0,0,0,1,0
"two mosques , a palace , and the bazaar",0,0,0,0,1,0
"New Zealand time",0,0,0,0,1,0
"The music in the background",0,0,0,0,1,0
"distances",0,0,0,0,1,0
"Pop culture",0,0,0,0,1,0
"a pleasant story",0,0,0,0,1,0
"an identification on the anemone",0,0,0,0,1,0
"the punchline",0,0,0,0,1,0
"landfall",0,0,0,0,1,0
"Oakland as a city",0,0,0,0,1,0
"ship time",0,0,0,0,1,0
"the history of values",0,0,0,0,1,0
"long histories",0,0,0,0,1,0
"the ground",0,0,0,0,1,0
"any other combination",0,0,0,0,1,0
"method of reducing your velocity",0,0,0,0,1,0
"the gentrification of the city 's historical center",0,0,0,0,1,0
"a version",0,0,0,0,1,0
"this news coverage",0,0,0,0,1,0
"The detrimental effect of ROS on spores",0,0,0,0,1,0
"the constant breaking of the skin",0,0,0,0,1,0
"Bik Kreyol",0,0,0,0,1,0
"these islands",0,0,0,0,1,0
"strong leadership",0,0,0,0,1,0
"a quarter of citizens",0,0,0,0,1,0
"the Champs-Élysées",0,0,0,0,1,0
"the one-minute gag",0,0,0,0,1,0
"many names",0,0,0,0,1,0
"1 cup",0,0,1,0,0,0
"the water",0,0,0,0,1,0
"parking",0,0,0,0,1,0
"a composition",0,0,0,0,1,0
"a online search",0,0,0,0,1,0
"the wall",0,0,0,0,1,0
"the above two steps",0,0,0,0,1,0
"a better idea",0,0,0,0,1,0
"A large central market",0,0,0,0,1,0
"one of the best dive sites in the world",0,0,0,0,1,0
"it one of the highlights of Iran",0,0,0,0,1,0
"all of the rooms",0,0,0,0,1,0
"their general personality",0,0,0,0,1,0
"the garden",0,0,0,0,1,0
"the stands",0,0,0,0,1,0
"the luminol",0,0,0,0,1,0
"a flat surface",0,0,0,0,1,0
"that back room",0,0,0,0,1,0
"such a small , tight space",0,0,0,0,1,0
"enough quality information",0,0,0,0,1,0
"this mantra",0,0,0,0,1,0
"this particular structure",0,0,0,0,1,0
"the top of your list",0,0,0,0,1,0
"a form of quackery",0,0,0,0,1,0
"unfunny jokes",0,0,0,0,1,0
"comparisons",0,0,0,0,1,0
"travel",0,0,0,0,1,0
"a real threat",0,0,0,0,1,0
"213 m",0,0,1,0,0,0
"magical powers",0,0,0,0,1,0
"the quantity of oil",0,0,0,0,1,0
"psychological coping strategies",0,0,0,0,1,0
"Knowledge",0,0,0,0,1,0
"formalin",0,0,0,0,1,0
"The case",0,0,0,0,1,0
"This cultural diversity",0,0,0,0,1,0
"any more details about how the papers came to be on a road",0,0,0,0,1,0
"fundamental science",0,0,0,0,1,0
"The main islands",0,0,0,0,1,0
"Vegan icing",0,0,0,0,1,0
"membership information",0,0,0,0,1,0
"crude jokes",0,0,0,0,1,0
"their lifetimes",0,0,0,0,1,0
"many different varieties",0,0,0,0,1,0
"the plastic wrap",0,0,0,0,1,0
"a flavorful vodka",0,0,0,0,1,0
"a fee higher than the mean cost per student",0,0,0,0,1,0
"your favorite color",0,0,0,0,1,0
"a false charm that no one seems to see through",0,0,0,0,1,0
"detailed step-by-step instructions on how to do any activity you could imagine",0,0,0,0,1,0
"a shady bed",0,0,0,0,1,0
"the length",0,0,0,0,1,0
"these coping strategies",0,0,0,0,1,0
"the city 's historic center",0,0,0,0,1,0
"convenience stores",0,0,0,0,1,0
"the future of ozone pollution",0,0,0,0,1,0
"the perfect environment",0,0,0,0,1,0
"worry-free subjects",0,0,0,0,1,0
"an immediate rescue effort",0,0,0,0,1,0
"residence purposes of the king 's harem",0,0,0,0,1,0
"the most basic element of your material",0,0,0,0,1,0
"the need for a bar",0,0,0,0,1,0
"Great care",0,0,0,0,1,0
"Things",0,0,0,0,1,0
"High-tech industry",0,0,0,0,1,0
"a societal response",0,0,0,0,1,0
"the odd chapter",0,0,0,0,1,0
"to make the room laugh",0,0,0,0,1,0
"media coverage",0,0,0,0,1,0
"an original take",0,0,0,0,1,0
"this way of thinking",0,0,0,0,1,0
"our revenue",0,0,0,0,1,0
"very early life",0,0,0,0,1,0
"more practical skills",0,0,0,0,1,0
"it a matter of generations between an old age and a new age",0,0,0,0,1,0
"the frothy mixture of lube and fecal matter that is sometimes the byproduct of anal sex",0,0,0,0,1,0
"material",0,0,0,0,1,0
"a romantic city for a weekend break",0,0,0,0,1,0
"check boxes",0,0,0,0,1,0
"deep circular niches",0,0,0,0,1,0
"Counter-Strike : Global Offensive",0,0,0,0,1,0
"any rules",0,0,0,0,1,0
"personal liberty",0,0,0,0,1,0
"water",0,0,0,0,1,0
"an ancient cathedral city with a history",0,0,0,0,1,0
"products new and old",0,0,0,0,1,0
"theaters",0,0,0,0,1,0
"the living standard and residence of people",0,0,0,0,1,0
"an ideal time",0,0,0,0,1,0
"Other methods",0,0,0,0,1,0
"burgeoning neighborhood",0,0,0,0,1,0
"a friendly , suburban sort of feel",0,0,0,0,1,0
"traditional poisons",0,0,0,0,1,0
""" Roaring Forties """,0,0,0,0,1,0
"the media industry",0,0,0,0,1,0
"The most famous method of working to strict time controls",0,0,0,0,1,0
"color",0,0,0,0,1,0
"the composition of the letters",0,0,0,0,1,0
"websites",0,0,0,0,1,0
"if your audience is your friend(s)",0,0,0,0,1,0
"T-town",0,0,0,0,1,0
"what type of player",0,0,0,0,1,0
"the U.N. headquarters",0,0,0,0,1,0
"trick",0,0,0,0,1,0
"a substantive national conversation on race , punishment , and incarceration",0,0,0,0,1,0
"that work",0,0,0,0,1,0
"a sourness",0,0,0,0,1,0
"the books",0,0,0,0,1,0
"a step",0,0,0,0,1,0
"the claim",0,0,0,0,1,0
"another bowl",0,0,0,0,1,0
"the pool",0,0,0,0,1,0
"Election Results",0,0,0,0,1,0
"the boat people",0,0,0,0,1,0
"One way",0,0,0,0,1,0
"arrogance",0,0,0,0,1,0
"areas",0,0,0,0,1,0
"undernourishment",0,0,0,0,1,0
"each floor",0,0,0,0,1,0
"the basis of the economy",0,0,0,0,1,0
"the human condition and the situation at that time",0,0,0,0,1,0
"An elevator",0,0,0,0,1,0
"The city residences",0,0,0,0,1,0
"royal courts",0,0,0,0,1,0
"a laugh",0,0,0,0,1,0
"forty eight meters",0,0,0,1,0,0
"the quality of life for visitors and residents",0,0,0,0,1,0
"known lines",0,0,0,0,1,0
"the industrial and commercial zone of Guadeloupe",0,0,0,0,1,0
"the flavor of the leaves",0,0,0,0,1,0
"The monsoon",0,0,0,0,1,0
"your only recourse",0,0,0,0,1,0
"a cosmopolitan atmosphere",0,0,0,0,1,0
"the following steps",0,0,0,0,1,0
"their self-image",0,0,0,0,1,0
"compliments",0,0,0,0,1,0
"college towns",0,0,0,0,1,0
"urban planning",0,0,0,0,1,0
"double chute failure",0,0,0,0,1,0
"Guadeloupe 's economy",0,0,0,0,1,0
"alt.religion.scientology",0,0,0,0,1,0
"cheese",0,0,0,0,1,0
"the ultimate feeling of success as an artist",0,0,0,0,1,0
"the "" white rice "" option",0,0,0,0,1,0
"50 milliliters",0,0,1,0,0,0
"the middle of a desert",0,0,0,0,1,0
"one side",0,0,0,0,1,0
"your business question",0,0,0,0,1,0
"the new santorum cocktail",0,0,0,0,1,0
"the compliments",0,0,0,0,1,0
"a splash of fruity flavor",0,0,0,0,1,0
"coconut oil",0,0,0,0,1,0
"turismo@merida.gob.mx",0,0,0,0,1,0
"the nation 's past",0,0,0,0,1,0
"their time",0,0,0,0,1,0
"a good deal of sunshine",0,0,0,0,1,0
"change",0,0,0,0,1,0
"a history",0,0,0,0,1,0
"Another option",0,0,0,0,1,0
"the importance of air quality",0,0,0,0,1,0
"a lot of food",0,0,0,0,1,0
"manuscript email tag",0,0,0,0,1,0
"breathtaking natural beaches",0,0,0,0,1,0
"scenes",0,0,0,0,1,0
"Braden",0,0,0,0,1,0
"an unprecedented growth on a worldwide scale",0,0,0,0,1,0
"some individual web series",0,0,0,0,1,0
"the wild",0,0,0,0,1,0
"the steps",0,0,0,0,1,0
"the gardens",0,0,0,0,1,0
"Palaces",0,0,0,0,1,0
"Mérida",0,0,0,0,1,0
"A final thought",0,0,0,0,1,0
"the racket",0,0,0,0,1,0
"wikiLove",0,0,0,0,1,0
"your yard",0,0,0,0,1,0
"Reality",0,0,0,0,1,0
"the islands",0,0,0,0,1,0
"a good pragmatic choice",0,0,0,0,1,0
"energy",0,0,0,0,1,0
"the most important ones",0,0,0,0,1,0
"the dreams",0,0,0,0,1,0
"a new site",0,0,0,0,1,0
"the real development of Łódź",0,0,0,0,1,0
"the neighborhood that bears its name",0,0,0,0,1,0
"a form of alternative medicine",0,0,0,0,1,0
"the original punchline",0,0,0,0,1,0
"the desire",0,0,0,0,1,0
"these",0,0,0,0,1,0
"the vision of this interesting and quiet neighborhood",0,0,0,0,1,0
"proof",0,0,0,0,1,0
"the city 's facelift projects",0,0,0,0,1,0
"an incredibly sheltered little harbour",0,0,0,0,1,0
"infection",0,0,0,0,1,0
"video series",0,0,0,0,1,0
"power",0,0,0,0,1,0
"Warhol 's photographic legacy",0,0,0,0,1,0
"a fantastic way",0,0,0,0,1,0
"surprises",0,0,0,0,1,0
"significant discomfort",0,0,0,0,1,0
"their own culture",0,0,0,0,1,0
"1 teaspoon",0,0,1,0,0,0
"the distinction",0,0,0,0,1,0
"your own comments",0,0,0,0,1,0
"a topical and funny new cocktail",0,0,0,0,1,0
"the reach of children and pets",0,0,0,0,1,0
"a loud announcement",0,0,0,0,1,0
"McMurdo Station",0,0,0,0,1,0
"at least 6 inches",0,0,0,1,0,0
"Yucatán",0,0,0,0,1,0
"your posture",0,0,0,0,1,0
"solace",0,0,0,0,1,0
"several campsites",0,0,0,0,1,0
"the voice of the woman Eva",0,0,0,0,1,0
"adding the mineral to salt is the simplest and most effective method of preventing iodine deficiency disorders",0,0,0,0,1,0
"plans",0,0,0,0,1,0
"something sweet",0,0,0,0,1,0
"their ' perfect little world",0,0,0,0,1,0
"a lovely smell",0,0,0,0,1,0
"better instructions",0,0,0,0,1,0
"each mile",0,1,0,0,0,0
"the new age",0,0,0,0,1,0
"the chemistry of the body",0,0,0,0,1,0
"the international tourist market",0,0,0,0,1,0
"one of the most empowering things",0,0,0,0,1,0
"the scale of the particle size",0,0,0,0,1,0
"all corners of the facility",0,0,0,0,1,0
"Stress",0,0,0,0,1,0
"the odds",0,0,0,0,1,0
"reduction of crop yields",0,0,0,0,1,0
"How to Hypnotize a Chicken",0,0,0,0,1,0
"a blog",0,0,0,0,1,0
"New faces",0,0,0,0,1,0
"a specific question about work or school",0,0,0,0,1,0
"the tracks",0,0,0,0,1,0
"The object of the game",0,0,0,0,1,0
"the station",0,0,0,0,1,0
"small diet",0,0,0,0,1,0
"spirit houses",0,0,0,0,1,0
"shade",0,0,0,0,1,0
"the amazing adaptations",0,0,0,0,1,0
"Flight durations",0,0,0,0,1,0
"your chances",0,0,0,0,1,0
"housing",0,0,0,0,1,0
"that doctrine",0,0,0,0,1,0
"other parts of the UK",0,0,0,0,1,0
"the option",0,0,0,0,1,0
"its roots",0,0,0,0,1,0
"the language",0,0,0,0,1,0
"uncertainty of future levels of ozone pollution",0,0,0,0,1,0
"the beach",0,0,0,0,1,0
"the country",0,0,0,0,1,0
"the basics",0,0,0,0,1,0
"a way",0,0,0,0,1,0
"soft rock",0,0,0,0,1,0
"unlimited possibilities",0,0,0,0,1,0
"the greater Houston community",0,0,0,0,1,0
"his / her interests",0,0,0,0,1,0
"walnut or macadamia nut oils",0,0,0,0,1,0
"The portal",0,0,0,0,1,0
"The term",0,0,0,0,1,0
"a distance",0,0,0,0,1,0
"actions",0,0,0,0,1,0
"packaged quinoa",0,0,0,0,1,0
"Anything",0,0,0,0,1,0
"bike and running trails",0,0,0,0,1,0
"the startup costs",0,0,0,0,1,0
"superb athletic performances",0,0,0,0,1,0
"the land",0,0,0,0,1,0
"several microns",0,0,1,0,0,0
"the elevator",0,0,0,0,1,0
"5 x 700 ml / 23",0,0,1,0,0,0
"English Wikipedia",0,0,0,0,1,0
"the reasons for war",0,0,0,0,1,0
"veto power to any members ' bills",0,0,0,0,1,0
"new material",0,0,0,0,1,0
